id,date,views,forwards,edit_date,reactions.results,media.photo.date,media.photo.sizes,cleaned_message,category,status,measurement,city,area,amount,currency
7925,2023-01-17,4164,1,2023-01-17,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '😱'}, 'count': 6, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '🤨'}, 'count': 2, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👎'}, 'count': 1, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '❤'}, 'count': 1, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '💯'}, 'count': 1, 'chosen_order': None}]",,,کـــود 0-H295   حويلي  مزارشريف: كارته آريانا  فروش | 90000$  با جور آمد     براي معلومات و ثبت زمین   0798576666 |,"زمین, حويلي","فروش, ",,مزارشریف,كارته آريانا فروش,90000,$
7921,2023-01-17,3929,0,2023-01-17,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '💯'}, 'count': 2, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 1, 'chosen_order': None}]",,,"کـــود 1-B33   بلاک  کابل: سرک چهارم پروژه تامینی  فروش | 36,000$ با جور آمد    براي معلومات و ثبت زمین    بخش مشتریان | 0782821919","زمین, بلاک","فروش, ",,کابل,سرک چهارم پروژه,36000,$
7916,2023-01-17,3929,0,2023-01-17,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 6, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '💯'}, 'count': 2, 'chosen_order': None}]",,,"کـــود 1-H77   حویلی   کابل: پروان سوم   فروش | 75,000$ با جور آمد    براي معلومات و ثبت زمین    بخش مشتریان | 0782821919","حویلی, زمین","فروش, ",,کابل,پروان سوم فروش,75000,$
7913,2023-01-16,4173,1,2023-01-16,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👎'}, 'count': 7, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '❤'}, 'count': 2, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 1, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '😱'}, 'count': 1, 'chosen_order': None}]",,,کـــود 0-K187   كارته مندوي  فروش | في متر 250$  با جور آمد     براي معلومات و ثبت زمین   0798576666,زمین,"فروش, ",متر,,,250,$
7910,2023-01-16,4227,2,2023-01-16,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👎'}, 'count': 7, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '❤'}, 'count': 3, 'chosen_order': None}]",,,کـــود 0-H209   حويلي   مزارشريف: مقابل چهل متره آشيانه  فروش | 280000$  با جور آمد     براي معلومات و ثبت زمین   0798576666 |,"زمین, حويلي","فروش, ",متر,مزارشریف,مقابل چهل متره,280000,$
7891,2023-01-15,4239,0,2023-01-15,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '❤'}, 'count': 5, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 4, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '💯'}, 'count': 2, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '🤩'}, 'count': 1, 'chosen_order': None}]",,,کـــود 0-H361   حويلي   مزارشريف: كارته اماني  فروش | 120000$  با جور آمد     براي معلومات و ثبت زمین   0798576666 |,"زمین, حويلي","فروش, ",,مزارشریف,كارته اماني فروش,120000,$
7880,2023-01-15,4005,2,2023-01-15,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 3, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '❤'}, 'count': 2, 'chosen_order': None}]",,,کـــود 0-H355   حويلي   مزارشريف: ختم پروژه S  فروش | 20000$  با جور آمد     براي معلومات و ثبت زمین   0798576666,"زمین, حويلي","فروش, ",,مزارشریف,ختم پروژه S,20000,$
7878,2023-01-15,3859,0,2023-01-15,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 4, 'chosen_order': None}]",,,"کـــود 1-H69   حویلی   کابل: کارته نوع   فروش | 95,000$ با جور آمد    براي معلومات و ثبت زمین    بخش مشتریان | 0782821919","حویلی, زمین","فروش, ",,کابل,کارته نوع فروش,95000,$
7872,2023-01-14,3985,3,2023-01-14,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 6, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '💔'}, 'count': 3, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '💯'}, 'count': 2, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '🥰'}, 'count': 1, 'chosen_order': None}]",,,کـــود 0-H349   حويلي   مزارشريف: كارته آريانا  فروش | 80000$ با جور آمد     براي معلومات و ثبت زمین   0798576666,"زمین, حويلي","فروش, ",,مزارشریف,كارته آريانا فروش,80000,$
7869,2023-01-14,3838,0,2023-01-14,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👎'}, 'count': 3, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '💯'}, 'count': 2, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 1, 'chosen_order': None}]",,,"کـــود 1-H9   حویلی   کابل: دارلامان  فروش | 75,000$ با جور آمد    براي معلومات و ثبت زمین    بخش مشتریان | 0782821919","حویلی, زمین","فروش, ",,کابل,دارلامان فروش |,75000,$
7859,2023-01-13,3851,0,2023-01-13,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 7, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '❤'}, 'count': 1, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '💔'}, 'count': 1, 'chosen_order': None}]",,,"کـــود 1-S1   سرایی   کابل: دارلامان  فروش | فی بیسوه 60,000$ براي معلومات و ثبت زمین    بخش مشتریان | 0782821919",زمین,"فروش, ",بیسوه,کابل,دارلامان فروش |,60000,$
7857,2023-01-12,3964,3,2023-01-12,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 8, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👎'}, 'count': 2, 'chosen_order': None}]",,,کـــود 0-H359   حويلي   مزارشريف: كارته ايشاني  فروش | 30000$  با جور آمد     براي معلومات و ثبت زمین   0798576666,"زمین, حويلي","فروش, ",,مزارشریف,كارته ايشاني فروش,30000,$
7855,2023-01-11,4149,6,2023-01-11,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 4, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '😐'}, 'count': 3, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '💯'}, 'count': 1, 'chosen_order': None}]",,,کـــود 0-K166   زمين  مزارشريف: دروازه شاديان  فروش | في متر 150$ با جور آمد     براي معلومات و ثبت زمین   0798576666 |,"زمین, زمين","فروش, ",متر,مزارشریف,دروازه شاديان فروش,150,$
7850,2023-01-09,4154,1,2023-01-09,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 10, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👎'}, 'count': 3, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '🤩'}, 'count': 1, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '💔'}, 'count': 1, 'chosen_order': None}]",,,کـــود 0-B66   بلاك   مزارشريف: عقب شاروالي  فروش | 290000$  با جور آمد     براي معلومات و ثبت زمین   0798576666 |,"زمین, بلاك","فروش, ",,مزارشریف,عقب شاروالي فروش,290000,$
7843,2023-01-09,4100,3,2023-01-09,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '💯'}, 'count': 3, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 2, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '❤'}, 'count': 2, 'chosen_order': None}]",,,کـــود 0-H375   حويلي   مزارشريف: پروژه ايس  فروش | 130000$  با جور آمد     براي معلومات و ثبت زمین   0798576666 |,"زمین, حويلي","فروش, ",,مزارشریف,پروژه ايس فروش,130000,$
7838,2023-01-09,3992,1,2023-01-09,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 7, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👎'}, 'count': 3, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '❤'}, 'count': 1, 'chosen_order': None}]",,,"کـــود 1-H76   ساحه تجارتی   کابل: دارلامان  فروش | 400,000$ با جور آمد    براي معلومات و ثبت زمین    بخش مشتریان | 0782821919",زمین,"فروش, ",,کابل,دارلامان فروش |,400000,$
7836,2023-01-08,3993,3,2023-01-08,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 9, 'chosen_order': None}]",,,کـــود 0-H372   حويلي  مزارشريف: خراسان  فروش | 40000$  با جور آمد     براي معلومات و ثبت زمین   0798576666 |,"زمین, حويلي","فروش, ",,مزارشریف,خراسان فروش |,40000,$
7834,2023-01-08,3963,1,2023-01-26,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 1, 'chosen_order': None}]",,,کـــود 0-H374   حويلي  مزارشريف: شهرك خالد  فروش | 27000$  با جور آمد     براي معلومات و ثبت زمین   0798576666 |,"زمین, حويلي","فروش, ",,مزارشریف,شهرك خالد فروش,27000,$
7827,2023-01-07,3992,2,2023-01-07,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '❤'}, 'count': 3, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 2, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '😱'}, 'count': 2, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '🤩'}, 'count': 2, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '💔'}, 'count': 1, 'chosen_order': None}]",,,کـــود 0-H282   حويلي  مزارشريف: كارته صلح، كوچه 2  فروش | 60000$  با جور آمد     براي معلومات و ثبت زمین   0798576666 |,"زمین, حويلي","فروش, ",,مزارشریف,كارته صلح، كوچه,60000,$
7822,2023-01-07,3887,4,2023-01-07,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 9, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '💯'}, 'count': 2, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '🔥'}, 'count': 1, 'chosen_order': None}]",,,کـــود 0-H372   حويلي  مزارشريف: شهرك خالد  فروش | 50000$  با جور آمد     براي معلومات و ثبت زمین   0798576666 |,"زمین, حويلي","فروش, ",,مزارشریف,شهرك خالد فروش,50000,$
7812,2023-01-06,3992,0,2023-01-06,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 6, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '🔥'}, 'count': 4, 'chosen_order': None}]",,,"کـــود 1-B30   حویلی   کابل: گولایی جمهوریت  فروش | 25,000$ با جور آمد    براي معلومات و ثبت زمین    بخش مشتریان | 0782821919","حویلی, زمین","فروش, ",,کابل,گولایی جمهوریت فروش,25000,$
7804,2023-01-05,3764,3,2023-01-05,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 15, 'chosen_order': None}]",,,کـــود 0-H370   حويلي  مزارشريف: شهرك خالد  فروش | 20000$  با جور آمد     براي معلومات و ثبت زمین   0798576666 |,"زمین, حويلي","فروش, ",,مزارشریف,شهرك خالد فروش,20000,$
7797,2023-01-05,3755,7,2023-01-05,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 10, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '🤩'}, 'count': 3, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '💯'}, 'count': 3, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '❤'}, 'count': 1, 'chosen_order': None}]",,,کـــود 0-H369   حويلي  مزارشريف: شهرك خالد  فروش | 20000$  با جور آمد     براي معلومات و ثبت زمین   0798576666 |,"زمین, حويلي","فروش, ",,مزارشریف,شهرك خالد فروش,20000,$
7791,2023-01-04,3837,0,2023-01-04,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 9, 'chosen_order': None}]",,,کـــود 0-H367   حويلي  مزارشريف: كارته عمرخيام  فروش | 95000$  با جور آمد     براي معلومات و ثبت زمین   0798576666 |,"زمین, حويلي","فروش, ",,مزارشریف,كارته عمرخيام فروش,95000,$
7786,2023-01-04,3793,3,2023-01-04,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 5, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👎'}, 'count': 4, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '💯'}, 'count': 1, 'chosen_order': None}]",,,کـــود 0-H295   بلاک  مزارشريف: كارته آريانا  فروش | 90000$  با جور آمد     براي معلومات و ثبت زمین   0798576666 |,"زمین, بلاک","فروش, ",,مزارشریف,كارته آريانا فروش,90000,$
7783,2023-01-03,3728,4,2023-01-03,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '💯'}, 'count': 5, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 1, 'chosen_order': None}]",,,کـــود 0-H325   حويلي   مزارشريف: شهرك خالد  فروش | 30000$  با جور آمد     براي معلومات و ثبت زمین   0798576666,"زمین, حويلي","فروش, ",,مزارشریف,شهرك خالد فروش,30000,$
7767,2023-01-03,3703,1,2023-01-03,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 5, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '💯'}, 'count': 1, 'chosen_order': None}]",,,کـــود 1-H75   حویلی   کابل: دارلامان  فروش | 14 لک با جور آمد    براي معلومات و ثبت زمین    بخش مشتریان | 0782821919,"حویلی, زمین","فروش, ",,کابل,دارلامان فروش |,17850,$
7761,2023-01-02,3549,2,2023-01-02,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 5, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '💯'}, 'count': 1, 'chosen_order': None}]",,,کـــود 0-H366   حويلي   مزارشريف: پروژه شهرنو  فروش | 22000$  با جور آمد     براي معلومات و ثبت زمین   0798576666 |,"زمین, حويلي","فروش, ",,مزارشریف,پروژه شهرنو فروش,22000,$
7753,2023-01-02,3522,1,2023-01-02,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 5, 'chosen_order': None}]",,,کـــود 0-H341   حويلي   مزارشريف: كارته نوبهار  فروش | 80000$  با جور آمد     براي معلومات و ثبت زمین   0798576666 |,"زمین, حويلي","فروش, ",,مزارشریف,كارته نوبهار فروش,80000,$
7747,2023-01-02,3565,0,2023-01-02,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 3, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '💔'}, 'count': 1, 'chosen_order': None}]",,,"کـــود 1-H9   حویلی   کابل: دارلامان  فروش | 75,000$ با جور آمد    براي معلومات و ثبت زمین    بخش مشتریان | 0782821919","حویلی, زمین","فروش, ",,کابل,دارلامان فروش |,75000,$
7738,2023-01-01,3456,2,2023-01-01,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '💯'}, 'count': 3, 'chosen_order': None}]",,,کـــود 0-H340   حويلي   مزارشريف: كارته سينا  فروش | 150000$ با جور آمد     براي معلومات و ثبت زمین   0798576666,"زمین, حويلي","فروش, ",,مزارشریف,كارته سينا فروش,150000,$
7725,2023-01-01,3315,0,2023-01-01,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '❤'}, 'count': 4, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 2, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '💯'}, 'count': 1, 'chosen_order': None}]",,,کـــود 0-B26   بلاك   مزارشريف: شرشره  فروش | 225000$  با جور آمد     براي معلومات و ثبت زمین   0798576666 |,"زمین, بلاك","فروش, ",,مزارشریف,شرشره فروش |,225000,$
7716,2023-01-01,3176,0,2023-01-01,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 6, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '💯'}, 'count': 2, 'chosen_order': None}]",,,"کـــود 0-K183   زمين   مزارشريف: انصاري 6, ناحيه 7  فروش | 14500$ با جور آمد     براي معلومات و ثبت زمین    صاحب جايداد | 0795359002  بخش مشتريان | 0798576666","زمین, زمين","فروش, ",,مزارشریف,"انصاري 6, ناحيه",14500,$
7712,2023-01-01,3088,2,2023-01-01,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 3, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '🤩'}, 'count': 1, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '💯'}, 'count': 1, 'chosen_order': None}]",,,"کـــود 1-BR5   بلاک کرایی   کابل: پروان سوم  فروش | 16,000 افغانی    براي معلومات و ثبت زمین    بخش مشتریان | 0782821919","زمین, بلاک","فروش, ",,کابل,پروان سوم فروش,202.5316456,$
7703,2022-12-31,3209,1,2022-12-31,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '💯'}, 'count': 6, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 1, 'chosen_order': None}]",,,کـــود 0-B58   بلاك  مزارشريف: شهرك خالد  فروش | 140000$ با جور آمد     براي معلومات و ثبت زمین   0798576666 |,"زمین, بلاك","فروش, ",,مزارشریف,شهرك خالد فروش,140000,$
7694,2022-12-31,3183,1,2022-12-31,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 3, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '💯'}, 'count': 2, 'chosen_order': None}]",,,کـــود 0-H364   حويلي  مزارشريف: شهرك خالد  فروش | 48000$ با جور آمد     براي معلومات و ثبت زمین   0798576666 |,"زمین, حويلي","فروش, ",,مزارشریف,شهرك خالد فروش,48000,$
7692,2022-12-31,3214,0,2022-12-31,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '💯'}, 'count': 3, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 2, 'chosen_order': None}]",,,"کـــود 1-61   حویلی   کابل: خوشحال خان  فروش | 220,000$ با جور آمد    براي معلومات و ثبت زمین    بخش مشتریان | 0782821919","حویلی, زمین","فروش, ",,کابل,خوشحال خان فروش,220000,$
7690,2022-12-30,3294,1,2022-12-30,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 9, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '😱'}, 'count': 4, 'chosen_order': None}]",,,کـــود 0-K166   زمين  مزارشريف: دروازه شاديان  فروش | في متر 150$ با جور آمد     براي معلومات و ثبت زمین   0798576666 |,"زمین, زمين","فروش, ",متر,مزارشریف,دروازه شاديان فروش,150,$
7687,2022-12-29,3386,1,2022-12-29,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 6, 'chosen_order': None}]",,,کـــود 0-H362   حويلي  مزارشريف: شهرك خالد  فروش | 99000$ با جور آمد     براي معلومات و ثبت زمین   0798576666 |,"زمین, حويلي","فروش, ",,مزارشریف,شهرك خالد فروش,99000,$
7685,2022-12-29,3329,0,2022-12-29,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 3, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '💯'}, 'count': 3, 'chosen_order': None}]",,,کـــود 1-H55   حویلی   کابل: مکرویان اول   فروش | 14 لک با جور آمد    براي معلومات و ثبت زمین    بخش مشتریان | 078282191,"حویلی, زمین","فروش, ",,کابل,مکرویان اول فروش,17850,$
7677,2022-12-28,3389,0,2022-12-28,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 4, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '💯'}, 'count': 4, 'chosen_order': None}]",,,کـــود 0-K199   زمين   مزارشريف: كود برق  فروش | 18 لك افغاني  با جور آمد     براي معلومات و ثبت زمین   0798576666 |,"زمین, زمين","فروش, ",,مزارشریف,كود برق فروش,22950,$
7674,2022-12-28,3264,0,2022-12-28,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 4, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '💯'}, 'count': 2, 'chosen_order': None}]",,,"کـــود 1-K21   زمین  کابل: دارلامان   فروش | 48,000$ با جور آمد    براي معلومات و ثبت زمین    بخش مشتریان | 0782821919",زمین,"فروش, ",,کابل,دارلامان فروش |,48000,$
7671,2022-12-27,3398,2,2022-12-27,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 2, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '💯'}, 'count': 2, 'chosen_order': None}]",,,کـــود 0-H317   حويلي   مزارشريف: شهرك خالد  فروش | 30000$  با جور آمد     براي معلومات و ثبت زمین   0798576666 |,"زمین, حويلي","فروش, ",,مزارشریف,شهرك خالد فروش,30000,$
7662,2022-12-27,3415,3,2022-12-27,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 3, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '💯'}, 'count': 2, 'chosen_order': None}]",,,کـــود 0-HG60   حويلي   مزارشريف: گذر حيات  گرو | 12000$  با جور آمد     براي معلومات و ثبت زمین   0798576666 |,"زمین, حويلي","گرو, ",,مزارشریف,گذر حيات گرو,12000,$
7658,2022-12-26,3468,2,2022-12-26,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 4, 'chosen_order': None}]",,,کـــود 0-H323   حويلي   مزارشريف: چوك نور  فروش | 55000$  با جور آمد     براي معلومات و ثبت زمین   0798576666 |,"زمین, حويلي","فروش, ",,مزارشریف,چوك نور فروش,55000,$
7653,2022-12-26,3356,0,2022-12-26,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '❤'}, 'count': 3, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '💯'}, 'count': 1, 'chosen_order': None}]",,,"کـــود 1-H11   حویلی   کابل: چهلستون   فروش | 90,000$ با جور آمد    براي معلومات و ثبت زمین    بخش مشتریان | 0782821919","حویلی, زمین","فروش, ",,کابل,چهلستون فروش |,90000,$
7647,2022-12-25,3445,3,2022-12-25,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 5, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '💯'}, 'count': 1, 'chosen_order': None}]",,,کـــود 0-H347   حويلي   مزارشريف: پروزه S  فروش | 58000$ با جور آمد     براي معلومات و ثبت زمین   0798576666,"زمین, حويلي","فروش, ",,مزارشریف,پروزه S فروش,58000,$
7639,2022-12-25,3431,0,2022-12-25,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 5, 'chosen_order': None}]",,,"کـــود 1-B27   حویلی   کابل: سرکوتل  فروش | 10,000$ با جور آمد    براي معلومات و ثبت زمین    بخش مشتریان | 0782821919","حویلی, زمین","فروش, ",,کابل,سرکوتل فروش |,10000,$
